Measure Time,Commanded trajectory,Real trajectory,Curve,az LS,1927,el LS,2347
2024-10-21 19:34:30.751127,"(0.0, 0.0)","(1082, 2753)","[16  7 19 20 16 18 16 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 20  9 28 25 28 29 25 26 24 25 22 24 21 22 25 21 38 31 48 44 49 49 47 49
 41 45 34 38 28 31 22 26 20 21 18 19 16 17 14 15 12 13 11 11  9 10  9  9
  8  8  8  8  9  9  9  9]"
2024-10-21 19:34:50.494231,"(-90.0, 4.28)","(3900, 2705)","[16  8 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 15 11
 24 17 33 29 33 34 31 32 28 29 25 27 24 25 23 24 33 22 47 42 50 49 48 49
 42 45 34 38 28 31 23 26 21 22 20 21 18 19 15 16 14 14 12 13 11 11  9 10
  8  9  8  8  9  9  9  9]"
2024-10-21 19:34:58.047649,"(-90.0, 8.57)","(3900, 2661)","[16  9 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 14 11
 20 17 22 22 27 25 26 27 23 25 19 21 19 19 22 21 31 22 43 38 43 44 41 42
 39 40 34 37 28 31 21 26 20 20 18 19 16 17 14 15 13 14 12 12 10 11  9  9
  8  8  8  8  9  9  9  9]"
2024-10-21 19:35:30.265849,"(90.0, 8.57)","(1789, 2657)","[16  5 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 13  9 20 16 23 22 24 24 22 23 19 21 12 17 20 11 34 27 45 41 47 47 45 47
 40 43 33 36 26 29 19 23 18 18 17 17 15 16 14 15 12 13 11 11  9 10  8  9
  8  8  8  8  9  9  9  9]"
2024-10-21 19:36:02.490124,"(-90.0, 12.85)","(3899, 2603)","[18 16 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 14
 12 13 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 15 11
 22 16 30 27 33 32 32 33 29 31 24 26 20 22 20 19 21 21 36 26 46 42 48 47
 47 48 43 45 35 39 29 32 22 26 19 20 16 17 14 15 13 14 12 13 11 12 10 10
 10 10  9  9 11  9 16 14]"
2024-10-21 19:36:26.291249,"(30.0, 12.85)","(1294, 2601)","[16 11 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 19  9 27 24 28 28 26 27 23 25 21 22 21 21 24 23 30 24 40 36 41 41 39 40
 35 37 31 33 26 28 20 24 19 20 17 18 15 16 14 14 13 14 13 13 11 12 11 11
 11 11 10 11  9 10  9  9]"
2024-10-21 19:36:41.760034,"(-30.0, -12.85)","(753, 2877)","[16  7 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 14 12 12 15 13 12 20 15 26 23 27 27 27 27 30 28 30 30 30 30 32 31
 31 32 28 30 25 26 17 23 17 17 16 16 15 15 14 14 14 14 13 13 11 12 10 11
  9  9  9  9  9  9  9  9]"
2024-10-21 19:36:57.235092,"(-90.0, 17.14)","(3899, 2559)","[16 12 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 16 10 19 18 19 19 18 18 17 17
 16 16 21 17 22 22 22 22 20 21 18 19 18 17 23 21 26 26 31 28 41 36 41 41
 40 40 38 39 34 36 28 31 20 25 19 20 17 18 15 16 13 14 12 13 11 12 10 11
  9 10  9  9  9  9  9  9]"
2024-10-21 19:37:16.974597,"(0.0, 17.14)","(1054, 2559)","[16 10 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 18  9 24 22 23 24 21 22 20 21 13 14 12 13 15 11 23 17 32 28 34 34 34 34
 32 33 30 31 28 29 25 27 21 23 16 17 14 15 12 13 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]"
2024-10-21 19:37:36.695189,"(90.0, 17.14)","(1789, 2558)","[16  7 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 14 13 17 16 22 18 30 26 32 32 32 32
 30 31 27 29 23 25 20 22 15 19 15 15 14 14 13 14 12 12 11 12 10 11  9 10
  8  9  8  8  9  9  9  9]"
2024-10-21 19:37:56.406328,"(0.0, -17.14)","(1084, 2893)","[16  8 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9 19 13 24 22 27 25 30 28 35 33 38 37 37 38 33 36 30 31 30 29 32 31
 30 32 27 29 19 25 19 19 18 18 16 17 15 16 15 15 15 15 14 15 13 14 12 13
 12 12 11 11 11 11 10 10]"
2024-10-21 19:38:16.128945,"(-90.0, 21.42)","(3899, 2513)","[16  9 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 12 10 23 18 30 28 30 30 27 29 23 25
 20 21 20 19 24 22 23 24 22 23 20 21 20 15 24 22 24 24 29 26 34 32 34 35
 33 33 31 32 28 29 20 25 19 20 18 18 15 17 13 14 12 12 11 11 10 10  9  9
  9  9  9  9  9  9  9  9]"
2024-10-21 19:38:33.214260,"(-18.0, 21.42)","(867, 2511)","[16 10 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 16  9 24 20 27 26 25 26 21 23 18 19 12 13 16 12 19 18 24 21 26 25 27 25
 30 29 30 30 28 29 25 27 21 23 16 17 14 15 12 13 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]"
2024-10-21 19:38:50.291920,"(54.0, 21.42)","(1472, 2513)","[16  9 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 18 10 28 22 31 30 30 31
 27 29 24 26 21 22 18 19 14 17 13 14 12 13 11 11 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]"
2024-10-21 19:39:12.452232,"(-54.0, -21.42)","(367, 2937)","[17 13 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 19 15 19 19 18 18 18 17 21 20 21 22 21 21 29 24
 34 33 35 35 32 33 28 30 24 26 22 23 17 17 15 16 14 15 13 13 12 12 11 12
 10 11  9 10  9  9  9  9]"
2024-10-21 19:39:29.538184,"(18.0, -21.42)","(1206, 2937)","[16 11 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 19 15 23 22 23 23 26 24 27 26 30 29 29 30 27 28 24 25 25 24
 27 27 26 26 25 26 23 24 16 21 16 16 16 16 17 17 17 17 16 16 15 15 14 14
 12 13 12 12 12 12 12 12]"
2024-10-21 19:39:51.701923,"(-90.0, 25.71)","(3898, 2462)","[16 11 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 12 10 21 16 31 27 33 33 32 32 28 30
 25 27 21 23 14 20 14 14 14 15 14 14 14 14 14 14 19 14 24 21 26 25 28 28
 28 29 27 28 25 26 18 23 18 18 18 18 16 17 14 15 13 13 12 13 12 12 11 11
  9 10  9  9  9  9  9  9]"
2024-10-21 19:40:07.171686,"(-30.0, 25.71)","(712, 2460)","[16 10 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 14  9 17 14 19 18 18 18
 17 17 18 17 18 18 13 17 14 15 13 14 12 13 18 11 24 23 24 25 23 23 24 23
 28 26 29 29 28 29 26 27 25 26 22 24 16 20 15 16 14 14 12 13 10 11  9 10
  9  9  8  8  9  9  9  9]"
2024-10-21 19:40:22.626446,"(30.0, 25.71)","(1294, 2460)","[16  8 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 17 12 24 21 26 25
 25 25 24 25 24 24 23 24 21 22 18 19 13 13 12 12 11 12 10 11  8  9  7  8
  7  7  8  7  9  9  9  9]"
2024-10-21 19:40:39.091132,"(90.0, 25.71)","(1787, 2462)","[16 12 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 17 15 19 18 20 20
 20 20 21 20 20 21 19 20 18 19 17 17 12 12 12 12 11 12 10 11  9  9  7  8
  7  7  8  7  9  9  9  9]"
2024-10-21 19:41:03.883910,"(-30.0, -25.71)","(756, 2984)","[16 11 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10 11 10 18 15 19 20 18 19 17 17
 19 17 27 22 31 29 31 31 30 30 31 31 28 29 26 27 24 25 24 24 24 24 26 25
 29 29 29 29 28 29 26 27 23 24 19 19 18 18 18 18 17 18 17 17 15 16 14 14
 13 13 12 12 11 11 10 11]"
2024-10-21 19:41:19.343323,"(30.0, -25.71)","(1294, 2986)","[16  4 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
 19  9 24 22 25 25 25 25 26 25 27 27 24 25 22 23 21 21 21 21 19 20 14 19
 19 14 23 21 28 26 29 29 27 28 25 26 23 24 18 22 18 18 18 18 17 17 15 16
 14 14 13 13 12 12 10 11]"
2024-10-21 19:41:43.120256,"(-90.0, 30.0)","(3897, 2413)","[16  9 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 18 12 22 21 22 23 20 21 23 20 29 27 29 30 27 28 25 26
 22 24 19 20 14 14 14 14 14 15 14 14 19 15 20 20 20 20 21 20 15 20 20 15
 22 22 22 22 16 21 16 16 15 15 13 14 13 13 12 12 12 12 11 12 11 11 11 11
 10 10  9 10  9  9  9  9]"
2024-10-21 19:41:57.359363,"(-38.57, 30.0)","(582, 2413)","[16  9 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 12 10 16 14 20 19 21 21 20 21 19 20
 18 19 17 18 12 16 13 12 14 15 13 14 19 15 23 21 26 26 27 27 25 26 24 24
 25 24 26 26 25 25 23 24 16 21 16 16 15 15 14 14 13 14 13 13 12 12 11 11
 10 10 10 10  9 10  9  9]"
2024-10-21 19:42:11.598655,"(12.85, 30.0)","(1166, 2404)","[16  9 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 15 10 18 16 20 19 21 21
 20 21 19 19 19 19 18 19 17 18 12 12 12 12 12 12 18 12 18 18 13 18 13 13
 12 12 11 11 10 10  9 10]"
2024-10-21 19:42:25.838401,"(64.28, 30.0)","(1551, 2403)","[16  8 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 10 10 14 13 14 14 14 14
 10 14  9  9 18 15 24 22 26 26 26 26 25 25 23 24 20 21 18 19 13 13 13 13
 12 12 10 11  9 10  9  9]"
2024-10-21 19:42:50.847296,"(-64.28, -30.0)","(189, 3027)","[16  9 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10  9  9 10  9 11 11 10 11
  9  9  9  9 12 11 13 12 14 15 13 14 12 13 11 11 14 10 17 15 17 17 17 16
 21 20 22 22 22 22 23 23 21 23 18 19 13 13 13 13 13 13 13 13 13 13 12 13
 11 12 10 11  9 10  9  9]"
2024-10-21 19:43:05.099354,"(-12.85, -30.0)","(928, 3029)","[16 10 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 13 10 23 17 32 28 34 34 33 34 30 32
 31 29 39 35 43 42 42 43 39 41 36 37 34 35 33 34 29 32 25 27 22 22 20 21
 18 19 17 18 16 16 22 16 24 25 23 24 17 22 17 17 17 17 16 16 16 16 16 16
 14 15 12 13 10 11  9  9]"
2024-10-21 19:43:19.347586,"(38.57, -30.0)","(1356, 3028)","[16  5 19 20 16 18 15 14 20 19 22 22 21 22 17 19 16 17 16 16 14 15 13 13
 12 12 11 11 10 10 11 11 10 11 10 10 12 11 12 12 12 12 11 11 10 10 10 10
 11 10 11 11 11 11 12 12 12 12 11 11 10 10  9 10 17  9 22 21 22 23 20 21
 19 19 24 20 29 27 30 30 28 29 25 27 24 24 24 24 22 23 20 21 20 20 15 20
 15 15 16 15 22 21 26 24 26 27 26 26 24 25 23 23 18 22 17 18 16 16 14 15
 13 13 11 12  9 10  9  9]"
